opcode
ae_mul32x16.l1
ae_mul32x16.l2
ae_mul32x16.l3
ae_mula16x4
ae_mula32.hh
ae_mula32.lh
ae_mula32.ll
ae_mula32u.ll
ae_mula32x16.h0
ae_mula32x16.h1
ae_mula32x16.h2
ae_mula32x16.h3
ae_mula32x16.l0
ae_mula32x16.l1
ae_mula32x16.l2
ae_mula32x16.l3
ae_mulaad32x16.h0.l1
ae_mulaad32x16.h1.l0
ae_mulaad32x16.h2.l3
ae_mulaad32x16.h3.l2
ae_mulaafd16ss.11_00
ae_mulaafd16ss.13_02
ae_mulaafd16ss.33_22
ae_mulaafd32x16.h0.l1
ae_mulaafd32x16.h1.l0
ae_mulaafd32x16.h2.l3
ae_mulaafd32x16.h3.l2
ae_mulac32x16.h
ae_mulac32x16.l
ae_mulaf16ss.00
ae_mulaf16ss.10
ae_mulaf16ss.11
ae_mulaf16ss.20
ae_mulaf16ss.21
ae_mulaf16ss.22
ae_mulaf16ss.30
ae_mulaf16ss.31
ae_mulaf16ss.32
ae_mulaf16ss.33
ae_mulaf16x4ss
ae_mulaf32r.hh
ae_mulaf32r.lh
ae_mulaf32r.ll
ae_mulaf32s.hh
ae_mulaf32s.lh
ae_mulaf32s.ll
ae_mulaf32x16.h0
ae_mulaf32x16.h1
ae_mulaf32x16.h2
ae_mulaf32x16.h3
ae_mulaf32x16.l0
ae_mulaf32x16.l1
ae_mulaf32x16.l2
ae_mulaf32x16.l3
ae_mulaf48q32sp16s.l
ae_mulaf48q32sp16u.l
ae_mulafc24ra
ae_mulafc32x16ras.h
ae_mulafc32x16ras.l
ae_mulafd32x16x2.fir.hh
ae_mulafd32x16x2.fir.hl
ae_mulafd32x16x2.fir.lh
ae_mulafd32x16x2.fir.ll
ae_mulafp24x2r
ae_mulafp24x2ra
ae_mulafp32x16x2ras.h
ae_mulafp32x16x2ras.l
ae_mulafp32x16x2rs.h
ae_mulafp32x16x2rs.l
ae_mulafp32x2ras
ae_mulafp32x2rs
ae_mulap32x16x2.h
ae_mulap32x16x2.l
ae_mulap32x2
ae_mulas32f48p16s.hh
ae_mulas32f48p16s.lh
ae_mulas32f48p16s.ll
ae_mulasd32x16.h1.l0
ae_mulasd32x16.h3.l2
ae_mulasfd32x16.h1.l0
ae_mulasfd32x16.h3.l2
ae_mulc32x16.h
ae_mulc32x16.l
ae_mulf16ss.00
ae_mulf16ss.10
ae_mulf16ss.11
ae_mulf16ss.20
ae_mulf16ss.21
ae_mulf16ss.22
ae_mulf16ss.30
ae_mulf16ss.31
ae_mulf16ss.32
ae_mulf16ss.33
ae_mulf16x4ss
ae_mulf32r.hh
ae_mulf32r.lh
ae_mulf32r.ll
ae_mulf32s.hh
ae_mulf32s.lh
ae_mulf32s.ll
ae_mulf32x16.h0
ae_mulf32x16.h1
ae_mulf32x16.h2
ae_mulf32x16.h3
ae_mulf32x16.l0
ae_mulf32x16.l1
ae_mulf32x16.l2
ae_mulf32x16.l3
ae_mulf48q32sp16s.l
ae_mulf48q32sp16u.l
ae_mulfc24ra
ae_mulfc32x16ras.h
ae_mulfc32x16ras.l
ae_mulfd32x16x2.fir.hh
ae_mulfd32x16x2.fir.hl
ae_mulfd32x16x2.fir.lh
ae_mulfd32x16x2.fir.ll
ae_mulfp16x4ras
ae_mulfp16x4s
ae_mulfp24x2r
ae_mulfp24x2ra
ae_mulfp32x16x2ras.h
ae_mulfp32x16x2ras.l
ae_mulfp32x16x2rs.h
ae_mulfp32x16x2rs.l
ae_mulfp32x2ras
ae_mulfp32x2rs
ae_mulp32x16x2.h
ae_mulp32x16x2.l
ae_mulp32x2
ae_muls16x4
ae_muls32.hh
ae_muls32.lh
ae_muls32.ll
ae_muls32f48p16s.hh
ae_muls32f48p16s.lh
ae_muls32f48p16s.ll
ae_muls32u.ll
ae_muls32x16.h0
ae_muls32x16.h1
ae_muls32x16.h2
ae_muls32x16.h3
ae_muls32x16.l0
ae_muls32x16.l1
ae_muls32x16.l2
ae_muls32x16.l3
ae_mulsad32x16.h1.l0
ae_mulsad32x16.h3.l2
ae_mulsafd32x16.h1.l0
ae_mulsafd32x16.h3.l2
ae_mulsf16ss.00
ae_mulsf16ss.10
ae_mulsf16ss.11
ae_mulsf16ss.20
ae_mulsf16ss.21
ae_mulsf16ss.22
ae_mulsf16ss.30
ae_mulsf16ss.31
ae_mulsf16ss.32
ae_mulsf16ss.33
ae_mulsf16x4ss
ae_mulsf32r.hh
ae_mulsf32r.lh
ae_mulsf32r.ll
ae_mulsf32s.hh
ae_mulsf32s.lh
ae_mulsf32s.ll
ae_mulsf32x16.h0
ae_mulsf32x16.h1
ae_mulsf32x16.h2
ae_mulsf32x16.h3
ae_mulsf32x16.l0
ae_mulsf32x16.l1
ae_mulsf32x16.l2
ae_mulsf32x16.l3
ae_mulsf48q32sp16s.l
ae_mulsf48q32sp16u.l
ae_mulsfp24x2r
ae_mulsfp24x2ra
ae_mulsfp32x16x2ras.h
ae_mulsfp32x16x2ras.l
ae_mulsfp32x16x2rs.h
ae_mulsfp32x16x2rs.l
ae_mulsfp32x2ras
ae_mulsfp32x2rs
ae_mulsp32x16x2.h
ae_mulsp32x16x2.l
ae_mulsp32x2
ae_mulss32f48p16s.hh
ae_mulss32f48p16s.lh
ae_mulss32f48p16s.ll
ae_mulssd32x16.h1.l0
ae_mulssd32x16.h3.l2
ae_mulssfd16ss.11_00
ae_mulssfd16ss.13_02
ae_mulssfd16ss.33_22
ae_mulssfd32x16.h1.l0
ae_mulssfd32x16.h3.l2
ae_mulzaad32x16.h0.l1
ae_mulzaad32x16.h1.l0
ae_mulzaad32x16.h2.l3
ae_mulzaad32x16.h3.l2
ae_mulzaafd16ss.11_00
ae_mulzaafd16ss.13_02
ae_mulzaafd16ss.33_22
ae_mulzaafd32x16.h0.l1
ae_mulzaafd32x16.h1.l0
ae_mulzaafd32x16.h2.l3
ae_mulzaafd32x16.h3.l2
ae_mulzasd32x16.h1.l0
ae_mulzasd32x16.h3.l2
ae_mulzasfd32x16.h1.l0
ae_mulzasfd32x16.h3.l2
ae_mulzsad32x16.h1.l0
ae_mulzsad32x16.h3.l2
ae_mulzsafd32x16.h1.l0
ae_mulzsafd32x16.h3.l2
ae_mulzssd32x16.h1.l0
ae_mulzssd32x16.h3.l2
ae_mulzssfd16ss.11_00
ae_mulzssfd16ss.13_02
ae_mulzssfd16ss.33_22
ae_mulzssfd32x16.h1.l0
ae_mulzssfd32x16.h3.l2
ae_nand
ae_neg16s
ae_neg24s
ae_neg32
ae_neg32s
ae_neg64
ae_neg64s
ae_nsa64
ae_nsaz16.0
ae_nsaz32.l
ae_or
ae_pksr24
ae_pksr32
ae_round16x4f32sasym
ae_round16x4f32ssym
ae_round24x2f48sasym
ae_round24x2f48ssym
ae_round32x2f48sasym
ae_round32x2f48ssym
ae_round32x2f64sasym
ae_round32x2f64ssym
ae_roundsp16f24asym
ae_roundsp16f24sym
ae_roundsp16q48x2asym
ae_roundsp16q48x2sym
ae_roundsq32f48asym
ae_roundsq32f48sym
ae_s16.0.i
ae_s16.0.ip
ae_s16.0.x
ae_s16.0.xc
ae_s16.0.xp
ae_s16m.l.i
ae_s16m.l.iu
ae_s16m.l.x
ae_s16m.l.xc
ae_s16m.l.xu
ae_s16x2m.i
ae_s16x2m.iu
ae_s16x2m.x
ae_s16x2m.xc
ae_s16x2m.xu
ae_s16x4.i
ae_s16x4.ip
ae_s16x4.x
ae_s16x4.xc
ae_s16x4.xp
ae_s24ra64s.i
ae_s24ra64s.ip
ae_s24ra64s.x
ae_s24ra64s.xc
ae_s24ra64s.xp
ae_s24x2ra64s.ip
ae_s32.l.i
ae_s32.l.ip
ae_s32.l.x
ae_s32.l.xc
ae_s32.l.xp
ae_s32f24.l.i
ae_s32f24.l.ip
ae_s32f24.l.x
ae_s32f24.l.xc
ae_s32f24.l.xp
ae_s32m.i
ae_s32m.iu
ae_s32m.x
ae_s32m.xc
ae_s32m.xu
ae_s32ra64s.i
ae_s32ra64s.ip
ae_s32ra64s.x
ae_s32ra64s.xc
ae_s32ra64s.xp
ae_s32x2.i
ae_s32x2.ip
ae_s32x2.ric
ae_s32x2.x
ae_s32x2.xc
ae_s32x2.xp
ae_s32x2f24.i
ae_s32x2f24.ip
ae_s32x2f24.ric
ae_s32x2f24.rip
ae_s32x2f24.x
ae_s32x2f24.xc
ae_s32x2f24.xp
ae_s32x2ra64s.ip
ae_s64.i
ae_s64.ip
ae_s64.x
ae_s64.xc
ae_s64.xp
ae_sa16x4.ic
ae_sa16x4.ip
ae_sa16x4.ric
ae_sa16x4.rip
ae_sa24.l.ic
ae_sa24.l.ip
ae_sa24.l.ric
ae_sa24.l.rip
ae_sa24x2.ic
ae_sa24x2.ip
ae_sa24x2.ric
ae_sa24x2.rip
ae_sa32x2.ic
ae_sa32x2.ip
ae_sa32x2.ric
ae_sa32x2.rip
ae_sa32x2f24.ic
ae_sa32x2f24.ip
ae_sa32x2f24.ric
ae_sa32x2f24.rip
ae_sa64neg.fp
ae_sa64pos.fp
ae_salign64.i
ae_sat16x4
ae_sat24s
ae_sat48s
ae_satq56s
ae_sb.ic
ae_sb.ip
ae_sbf.ic
ae_sbf.ip
ae_sbi.ic
ae_sbi.ip
ae_sel16i
ae_sel16i.n
ae_sext32
ae_sext32x2d16.10
ae_sext32x2d16.32
ae_shortswap
ae_slaa16s
ae_slaa32
ae_slaa32s
ae_slaa64
ae_slaa64s
ae_slaaq56
ae_slai16s
ae_slai24
ae_slai24s
ae_slai32
ae_slai32s
ae_slai64
ae_slai64s
ae_slaisq56s
ae_slas24
ae_slas24s
ae_slas32
ae_slas32s
ae_slas64
ae_slas64s
ae_slasq56
ae_slassq56s
ae_sra64_32
ae_sraa16rs
ae_sraa16s
ae_sraa32
ae_sraa32rs
ae_sraa32s
ae_sraa64
ae_srai16
ae_srai16r
ae_srai24
ae_srai32
ae_srai32r
ae_srai64
ae_sras24
ae_sras32
ae_sras64
ae_srla32
ae_srla64
ae_srli24
ae_srli32
ae_srli64
ae_srls24
ae_srls32
ae_srls64
ae_sub16
ae_sub16s
ae_sub24s
ae_sub32
ae_sub32s
ae_sub64
ae_sub64s
ae_subadd32
ae_subadd32s
ae_trunca32f64s.l
ae_trunca32x2f64s
ae_trunci32f64s.l
ae_trunci32x2f64s
ae_vldl16c.ic
ae_vldl16c.ip
ae_vles16c.ic
ae_vles16c.ip
ae_xor
ae_zalign64
